"id","text","Hello","Done","Connect","Order","Changing","Return","Other","Inform","Request","ID_product","size_product","color_product","material_product","cost_product","amount_product","name_promotion","content_promotion","Id member","phone member","level member","benefit member","feedback","shiping fee","size customer","height customer","weight customer","addr store","phone store","addr member"
"379612","Khách 32: An tranxxxxx Bưu cục Lò vôi- ấp lò vôi- phước hưng- long điền- bà rịa vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379613","Khách 32: 1 đầm trắng 235k","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379614","trắng + hồng 180k","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379615","Khách 32: An tranxxxxx Bưu cục Lò vôi- ấp lò vôi- phước hưng- long điền- bà rịa vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379616","Khách 32: Shop còn set này không cho mình chốt 1 hồng + 1 trắng nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379617","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379618","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379619","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379620","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379621","Khách 32: Hi shop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379622","Khách 32: Sh chốt cho mình quần tây này màu kem XL nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379623","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379624","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379625","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379626","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379627","Khách 32: An tranxxxxx Đc: Bưu cục Lò vôi, ấp lò vôi- phước hưng- long điền - bà rịa vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379628","Khách 32: Áo đen + quần kem L ( hoặc XL)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379629","Khách 32: Sh cho mình set này nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379630","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379631","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379632","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379633","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379634","Khách 32: An tranxxxxx","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379635","Khách 32: Set versac trắng này nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379636","Khách 32: Quần jean size 28","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379637","Khách 32: Kt dùm mình xem đơn quần jean 235k size 29 của mình đi chưa( đã gọi điện chốt từ hôm thứ 3- 18/2) tới nay vẫn chưa thấy. Nếu đơn chưa đi bạn chốt cho mình quần này cũng được size 28.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379638","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379639","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379640","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379641","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379642","Khách 32: Shop ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379643","Khách 32: Sh check 2 đơn này dùm mình nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379644","Khách 32: 195k","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379645","Khách 32: Với đầm trắng này đã gọi điện chốt hàng mà vẫn chưa thấy lun","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379646","Khách 32: 235k","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379647","Khách 32: Quần size 29","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379648","Khách 32: Hallo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379649","Khách 32: AN TRANxxxxx Đc: 08 lê lai phường 3 tp vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379650","Khách 32: 1 áo khoác hồng+ 1 quần kem XL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379651","Khách 32: Shop ơi hôm qua mình không xem được live, toàn bị đẩy ra không à. Sh còn 2 mẫu này k? Cho mình đặt với","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379652","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379653","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379654","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379655","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379656","Khách 32: An tranxxxxx Đc: 08 lê lai- phường 3- tp vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379657","Khách 32: Sh ơi đầm này còn k ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379658","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379659","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379660","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379661","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379662","dạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379663","Khách 32: Oh. Vậy thôi mình chờ live sau lấy lun vậy","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379664","dạ het sach","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379665","Khách 32: Vàng thì sao ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379666","het c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379667","dạ het","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379668","Khách 32: Set hong còn k sh","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379669","em để cho","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379670","c lây k","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379671","dạ còn đầm trắng","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379672","Khách 32: Shop ơi mình là An tran nè","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379673","Khách 32: Shop ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379674","Khách 32: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379675","Khách 32: Trời ơi mừng hết lớn. Cảm ơn shop nhé. Hii","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379676","Khách 32: An tranxxxxx Đc: 08 lê lai phường 3- tp vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379677","Khách 32: Vậy sh gửi cho em lun nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379678","còn đầm hoa với set hồng nè","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379679","Khách 32: An tranxxxxx Đc: 08 lê lai phường 3 tp vũng tàu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"379680","Khách 32: Shop check cho mình với","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
